,d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
432,12.0,4.0,,Side.red,11.0,0.0,2381.0,0.0,6.0,2.666666667,5.0,15.0,26.0,17810.0,0.0,22.0,80465,9414,TopLane_Jungle,Many
433,7.0,4.0,Kaisa,Side.blue,4.0,,9019.0,1888.0,8.0,1.25,6.0,15.0,0.0,19506.0,1.0,43.0,139971,13527,Other,Many
434,11.0,4.0,LeeSin,Side.red,9.0,942.0,14107.0,942.0,4.0,4.75,10.0,13.0,18.0,25614.0,2.0,24.0,111954,11512,TopLane_Jungle,Few
435,11.0,4.0,LeeSin,Side.red,23.0,1778.0,45408.0,1778.0,5.0,7.0,12.0,18.0,,72571.0,0.0,66.0,274870,20920,TopLane_Jungle,Many
436,3.0,7.0,Yuumi,Side.blue,22.0,3231.0,,3231.0,5.0,5.0,3.0,14.0,24.0,11028.0,0.0,70.0,22803,9645,Other,Few
437,11.0,6.0,Hecarim,Side.blue,6.0,2222.0,17589.0,2222.0,6.0,3.0,12.0,15.0,22.0,37141.0,,25.0,165199,13073,TopLane_Jungle,Few
438,11.0,4.0,Qiyana,Side.red,10.0,0.0,30456.0,0.0,,5.8,19.0,17.0,30.0,38157.0,0.0,84.0,215010,17409,TopLane_Jungle,Few
439,14.0,,Rakan,Side.red,28.0,632.0,1448.0,632.0,7.0,4.428571429,3.0,14.0,30.0,19349.0,1.0,68.0,23938,9335,Other,Few
440,14.0,4.0,Leona,Side.red,13.0,80.0,1015.0,80.0,11.0,,1.0,14.0,84.0,36394.0,0.0,93.0,21799,9330,Other,Few
441,4.0,3.0,Yasuo,Side.blue,1.0,786.0,1085.0,786.0,7.0,0.857142857,5.0,12.0,24.0,14195.0,0.0,12.0,100970,8974,Other,Many
442,4.0,11.0,XinZhao,Side.red,8.0,4506.0,26996.0,4506.0,3.0,5.666666667,9.0,12.0,15.0,18689.0,3.0,28.0,102962,9856,TopLane_Jungle,Few
443,4.0,11.0,Gragas,Side.red,7.0,,27788.0,1786.0,2.0,,5.0,15.0,22.0,24088.0,0.0,37.0,139953,9983,TopLane_Jungle,Few
444,14.0,11.0,Talon,Side.blue,11.0,457.0,19651.0,457.0,7.0,2.142857143,4.0,15.0,3.0,28642.0,0.0,38.0,167867,11408,TopLane_Jungle,Few
445,14.0,4.0,Rakan,Side.blue,17.0,1279.0,1620.0,,1.0,20.0,3.0,12.0,11.0,7798.0,0.0,78.0,10260,7743,Other,Few
446,4.0,11.0,Trundle,Side.red,16.0,4738.0,19747.0,,3.0,7.333333333,6.0,14.0,15.0,35480.0,2.0,28.0,104115,11126,TopLane_Jungle,Few
447,12.0,4.0,Fiora,Side.blue,3.0,3283.0,3283.0,3283.0,6.0,1.0,3.0,16.0,5.0,37408.0,2.0,50.0,183469,12576,TopLane_Jungle,Many
448,4.0,7.0,Aphelios,Side.blue,9.0,12226.0,12226.0,12226.0,2.0,12.5,16.0,13.0,15.0,21219.0,3.0,14.0,154463,14884,Other,Many
449,11.0,6.0,Hecarim,Side.blue,7.0,1202.0,31437.0,1202.0,7.0,2.285714286,9.0,15.0,18.0,35048.0,1.0,27.0,170298,12300,TopLane_Jungle,Few
450,4.0,,Camille,Side.blue,8.0,1486.0,1486.0,1486.0,7.0,1.428571429,2.0,15.0,25.0,30071.0,0.0,13.0,109424,9267,TopLane_Jungle,Many
451,4.0,14.0,Akshan,Side.blue,4.0,2627.0,2627.0,2627.0,1.0,9.0,5.0,12.0,0.0,6442.0,2.0,13.0,72266,8672,TopLane_Jungle,Many
452,4.0,,Irelia,Side.blue,5.0,1824.0,6246.0,1824.0,5.0,1.2,1.0,,6.0,15535.0,1.0,11.0,112342,9111,TopLane_Jungle,Many
453,4.0,12.0,Azir,Side.blue,8.0,3003.0,6122.0,3003.0,6.0,2.166666667,5.0,14.0,10.0,14272.0,1.0,17.0,98214,10601,Other,Many
454,4.0,7.0,Ezreal,Side.blue,6.0,1516.0,20298.0,,7.0,1.714285714,6.0,15.0,5.0,25689.0,1.0,28.0,180769,13656,Other,Many
455,14.0,4.0,Nautilus,Side.red,8.0,515.0,515.0,515.0,6.0,2.0,4.0,13.0,51.0,19224.0,1.0,77.0,26211,8286,Other,Few
456,4.0,12.0,Sett,Side.blue,5.0,6221.0,,6221.0,6.0,1.5,4.0,,25.0,39597.0,2.0,31.0,141326,12368,TopLane_Jungle,Many
457,6.0,11.0,Hecarim,Side.red,13.0,3491.0,27954.0,3491.0,2.0,15.5,18.0,17.0,32.0,46988.0,,17.0,230857,16921,TopLane_Jungle,Few
458,4.0,,Galio,Side.blue,10.0,1068.0,1068.0,1068.0,13.0,1.153846154,5.0,15.0,34.0,34189.0,0.0,23.0,102281,9966,Other,Many
459,4.0,,Lulu,Side.blue,20.0,3085.0,3085.0,3085.0,3.0,7.666666667,3.0,13.0,17.0,10618.0,1.0,47.0,19425,9052,Other,Few
460,4.0,12.0,Graves,Side.blue,12.0,,28165.0,5649.0,,2.571428571,6.0,16.0,18.0,24382.0,2.0,32.0,177430,12237,TopLane_Jungle,Many
461,,14.0,Lulu,Side.red,12.0,596.0,596.0,596.0,2.0,7.5,3.0,9.0,11.0,5251.0,0.0,29.0,9808,5879,Other,Few
462,4.0,7.0,Aphelios,Side.red,1.0,4114.0,4114.0,4114.0,4.0,0.25,0.0,8.0,13.0,10382.0,0.0,12.0,59508,5073,Other,Many
463,4.0,12.0,Sylas,Side.blue,9.0,8766.0,9949.0,8766.0,4.0,3.75,6.0,14.0,17.0,18088.0,,22.0,116457,11184,Other,Many
464,4.0,7.0,,Side.blue,8.0,4572.0,4572.0,4572.0,0.0,,5.0,11.0,8.0,7552.0,2.0,13.0,65804,8043,Other,Many
465,12.0,14.0,Katarina,Side.blue,11.0,,6799.0,2239.0,6.0,2.666666667,5.0,15.0,0.0,21740.0,,25.0,116600,10922,Other,Many
466,4.0,11.0,Evelynn,Side.blue,2.0,,1609.0,30.0,7.0,0.857142857,4.0,12.0,8.0,25183.0,0.0,21.0,99271,7779,TopLane_Jungle,Few
467,4.0,11.0,LeeSin,Side.red,16.0,1060.0,37826.0,1060.0,5.0,4.2,5.0,15.0,17.0,39367.0,3.0,39.0,192100,12929,TopLane_Jungle,Few
468,4.0,11.0,LeeSin,Side.red,9.0,73.0,20344.0,73.0,6.0,2.5,6.0,16.0,,32626.0,0.0,24.0,188373,11679,TopLane_Jungle,Few
469,4.0,7.0,Senna,Side.blue,4.0,1630.0,11523.0,1630.0,5.0,1.2,2.0,12.0,10.0,15342.0,1.0,8.0,70095,8870,Other,Many
470,4.0,3.0,Karthus,Side.red,3.0,50.0,50.0,50.0,13.0,1.076923077,11.0,15.0,,22398.0,0.0,15.0,167251,14035,Other,Many
471,4.0,7.0,Sona,Side.red,9.0,877.0,877.0,877.0,4.0,2.75,2.0,10.0,13.0,10858.0,0.0,31.0,8943,5682,Other,Few
472,12.0,4.0,Lillia,Side.red,3.0,2061.0,2975.0,2061.0,2.0,4.0,5.0,13.0,13.0,15107.0,0.0,19.0,110176,9318,TopLane_Jungle,Many
473,4.0,7.0,Jhin,Side.blue,2.0,1440.0,2245.0,1440.0,3.0,1.333333333,2.0,9.0,5.0,4933.0,0.0,10.0,48989,6136,Other,Many
474,4.0,11.0,Viego,,4.0,1190.0,14286.0,1190.0,1.0,7.0,3.0,11.0,10.0,15116.0,0.0,12.0,108585,7653,TopLane_Jungle,Few
475,4.0,12.0,Kassadin,Side.blue,2.0,75.0,75.0,75.0,8.0,1.125,7.0,15.0,11.0,23073.0,1.0,22.0,119263,12462,Other,Many
476,4.0,11.0,Viego,,9.0,441.0,37366.0,441.0,13.0,1.0,4.0,14.0,16.0,45378.0,0.0,17.0,136494,11003,TopLane_Jungle,Few
477,4.0,7.0,Xayah,Side.blue,10.0,9366.0,26989.0,9366.0,4.0,5.0,10.0,16.0,8.0,18560.0,5.0,21.0,219917,15594,Other,Many
478,12.0,4.0,Galio,Side.red,10.0,3753.0,3753.0,3753.0,6.0,3.833333333,13.0,17.0,39.0,,4.0,,145646,15223,Other,Many
479,11.0,6.0,Hecarim,Side.blue,14.0,976.0,21889.0,976.0,4.0,4.75,5.0,15.0,25.0,30834.0,1.0,35.0,162116,11516,TopLane_Jungle,Few
480,14.0,12.0,Katarina,Side.red,7.0,962.0,962.0,962.0,11.0,1.636363636,11.0,13.0,2.0,23755.0,0.0,,97968,12076,Other,Many
481,,4.0,Zed,Side.blue,3.0,791.0,791.0,791.0,3.0,2.666666667,5.0,14.0,3.0,13330.0,0.0,13.0,142062,10569,Other,Many
482,14.0,4.0,Nautilus,,13.0,0.0,0.0,0.0,7.0,1.857142857,0.0,11.0,45.0,18347.0,0.0,53.0,14798,6577,Other,Few
483,14.0,12.0,Ekko,Side.red,4.0,2483.0,6259.0,2483.0,6.0,1.333333333,4.0,15.0,10.0,25226.0,1.0,20.0,130169,10080,TopLane_Jungle,Many
484,4.0,14.0,Bard,Side.blue,8.0,49.0,4306.0,49.0,3.0,2.666666667,0.0,10.0,,9364.0,0.0,39.0,15928,5473,Other,Few
485,12.0,4.0,Irelia,Side.blue,7.0,6064.0,18640.0,6064.0,5.0,2.8,7.0,16.0,14.0,29603.0,2.0,26.0,147946,13116,TopLane_Jungle,Many
486,4.0,12.0,Trundle,Side.blue,4.0,15012.0,26970.0,15012.0,3.0,4.666666667,10.0,14.0,10.0,22430.0,5.0,,135467,13077,TopLane_Jungle,Many
487,4.0,14.0,Rumble,Side.blue,13.0,,3403.0,2508.0,13.0,1.846153846,11.0,14.0,19.0,29146.0,1.0,19.0,104534,12123,Other,Many
488,4.0,3.0,Viktor,Side.red,4.0,864.0,2659.0,864.0,8.0,1.125,5.0,13.0,17.0,,0.0,9.0,86241,10433,Other,Many
489,14.0,12.0,Akali,Side.blue,5.0,2962.0,3392.0,2962.0,5.0,2.6,8.0,13.0,3.0,17327.0,1.0,20.0,76554,10092,Other,Many
490,4.0,12.0,Vayne,Side.red,1.0,3607.0,3607.0,3607.0,4.0,1.75,6.0,11.0,12.0,9198.0,1.0,15.0,46393,6841,TopLane_Jungle,Many
491,4.0,12.0,Syndra,Side.blue,10.0,1015.0,2603.0,1015.0,6.0,2.666666667,6.0,12.0,27.0,13072.0,0.0,21.0,88283,10323,Other,Many
492,12.0,14.0,Akali,Side.blue,8.0,6987.0,7400.0,6987.0,10.0,1.6,8.0,15.0,3.0,43972.0,3.0,30.0,106784,13323,TopLane_Jungle,Many
493,,4.0,,Side.blue,12.0,0.0,27441.0,0.0,5.0,2.6,1.0,14.0,41.0,36916.0,1.0,38.0,145178,9971,TopLane_Jungle,Few
494,4.0,12.0,Syndra,Side.red,13.0,4295.0,11073.0,4295.0,,9.0,5.0,17.0,23.0,13748.0,3.0,11.0,184170,14144,Other,Many
495,4.0,12.0,Syndra,Side.blue,6.0,3921.0,5875.0,3921.0,8.0,1.5,6.0,15.0,25.0,16765.0,3.0,14.0,155550,12175,TopLane_Jungle,Many
496,4.0,12.0,Ekko,Side.blue,1.0,498.0,634.0,498.0,6.0,0.666666667,3.0,12.0,8.0,18987.0,,13.0,85722,7490,Other,Many
497,4.0,12.0,Jax,Side.blue,3.0,10412.0,16026.0,10412.0,5.0,2.0,7.0,16.0,22.0,27873.0,4.0,18.0,171874,14088,TopLane_Jungle,Many
498,12.0,4.0,Kassadin,Side.blue,3.0,835.0,2670.0,835.0,7.0,1.285714286,6.0,14.0,15.0,,1.0,15.0,77569,11619,Other,Many
499,4.0,14.0,Nautilus,Side.red,13.0,586.0,1636.0,586.0,4.0,4.5,5.0,12.0,57.0,,0.0,68.0,25192,8232,Other,Few
500,4.0,11.0,LeeSin,Side.blue,5.0,876.0,6453.0,876.0,3.0,2.333333333,2.0,12.0,11.0,23681.0,1.0,26.0,116843,8391,TopLane_Jungle,Few
501,,14.0,MonkeyKing,Side.blue,5.0,5259.0,6889.0,5259.0,7.0,2.285714286,11.0,18.0,12.0,39577.0,3.0,17.0,174819,15924,TopLane_Jungle,Many
502,,4.0,Zac,Side.blue,8.0,242.0,11632.0,242.0,9.0,1.222222222,3.0,13.0,36.0,33805.0,1.0,33.0,116764,10292,TopLane_Jungle,Few
503,14.0,4.0,Vex,Side.red,1.0,4424.0,7298.0,4424.0,7.0,0.857142857,5.0,14.0,20.0,14869.0,,16.0,111601,9150,Other,Many
504,4.0,14.0,Nami,Side.blue,16.0,1842.0,2046.0,1842.0,4.0,4.0,0.0,13.0,21.0,10329.0,0.0,70.0,11207,7969,Other,Few
505,12.0,4.0,Mordekaiser,Side.red,2.0,1356.0,3726.0,1356.0,9.0,0.666666667,4.0,13.0,8.0,26648.0,1.0,24.0,109302,8594,TopLane_Jungle,Many
506,3.0,7.0,Yuumi,Side.red,17.0,1306.0,1482.0,1306.0,2.0,11.0,5.0,,16.0,3661.0,0.0,32.0,11155,8169,Other,Few
507,14.0,4.0,,Side.blue,11.0,4894.0,7395.0,4894.0,8.0,1.5,1.0,15.0,14.0,31151.0,3.0,22.0,172445,12417,Other,Many
508,4.0,12.0,Syndra,Side.blue,4.0,312.0,2834.0,312.0,8.0,0.875,3.0,14.0,18.0,16847.0,0.0,31.0,121053,10999,Other,Many
509,4.0,14.0,Rakan,Side.blue,23.0,454.0,4649.0,454.0,5.0,,3.0,13.0,25.0,15297.0,0.0,69.0,19484,8599,Other,Few
510,,,Corki,Side.blue,8.0,201.0,7511.0,201.0,2.0,11.0,14.0,18.0,,27143.0,0.0,58.0,307006,21456,Other,Many
511,3.0,4.0,MissFortune,Side.red,9.0,13718.0,27536.0,13718.0,7.0,4.285714286,21.0,16.0,16.0,26127.0,5.0,33.0,217329,19134,Other,Many
512,4.0,14.0,Zed,Side.blue,,,4086.0,1060.0,6.0,4.333333333,13.0,,13.0,33583.0,0.0,30.0,224244,18549,Other,Many
513,4.0,1.0,Jinx,Side.red,,6121.0,14944.0,6121.0,1.0,12.0,4.0,,9.0,6753.0,2.0,26.0,142825,11446,Other,Many
514,,4.0,Pantheon,Side.blue,4.0,1254.0,1254.0,1254.0,5.0,1.6,4.0,13.0,15.0,14434.0,0.0,6.0,84550,9369,TopLane_Jungle,Many
515,4.0,14.0,Karma,Side.blue,8.0,583.0,982.0,583.0,3.0,3.666666667,3.0,12.0,23.0,11036.0,,46.0,26679,7586,Other,Few
516,4.0,12.0,Irelia,Side.red,,5615.0,10018.0,5615.0,11.0,1.272727273,10.0,18.0,17.0,38893.0,2.0,15.0,209964,17102,TopLane_Jungle,Many
517,12.0,4.0,Orianna,Side.red,11.0,1475.0,6343.0,1475.0,5.0,3.6,7.0,16.0,19.0,18873.0,1.0,20.0,184743,14409,Other,Many
518,11.0,4.0,Viego,Side.blue,3.0,0.0,10685.0,,7.0,1.285714286,6.0,11.0,17.0,20082.0,0.0,19.0,92432,8885,TopLane_Jungle,Few
519,4.0,7.0,Aphelios,Side.red,9.0,2291.0,9894.0,2291.0,,4.4,,16.0,17.0,14981.0,1.0,25.0,197795,15441,Other,Many
520,14.0,4.0,Rell,Side.blue,7.0,,0.0,0.0,9.0,0.7777777779999999,0.0,11.0,44.0,20370.0,,49.0,17790,6156,Other,Few
521,12.0,4.0,Sylas,Side.blue,1.0,0.0,0.0,0.0,3.0,0.666666667,1.0,11.0,10.0,11966.0,0.0,13.0,52366,5373,Other,Many
522,14.0,12.0,Katarina,Side.blue,7.0,2708.0,2708.0,2708.0,0.0,11.0,4.0,12.0,1.0,7620.0,1.0,9.0,65217,7510,Other,Many
523,4.0,6.0,Vladimir,Side.blue,1.0,297.0,2625.0,297.0,,1.5,2.0,12.0,1.0,21192.0,0.0,20.0,88000,8050,Other,Many
524,14.0,3.0,Yuumi,Side.blue,19.0,0.0,271.0,0.0,7.0,3.0,2.0,12.0,24.0,10263.0,0.0,34.0,9463,6634,Other,Few
525,11.0,4.0,RekSai,Side.red,6.0,0.0,8272.0,0.0,11.0,1.272727273,8.0,14.0,17.0,30843.0,0.0,32.0,129738,10755,TopLane_Jungle,Few
526,4.0,11.0,Taliyah,Side.red,9.0,196.0,22901.0,196.0,7.0,2.571428571,9.0,14.0,,21038.0,1.0,27.0,169392,12039,TopLane_Jungle,Few
527,4.0,12.0,Graves,Side.blue,3.0,12359.0,26271.0,12359.0,2.0,7.5,12.0,15.0,13.0,12009.0,3.0,27.0,189817,14722,TopLane_Jungle,Many
528,14.0,12.0,Camille,Side.red,6.0,6983.0,9071.0,6983.0,4.0,2.5,4.0,17.0,14.0,23197.0,5.0,43.0,158903,13742,TopLane_Jungle,Many
529,,11.0,Nunu,Side.red,9.0,3617.0,20641.0,3617.0,4.0,4.75,10.0,13.0,24.0,24989.0,2.0,15.0,116336,10293,TopLane_Jungle,Few
530,4.0,3.0,Zilean,Side.blue,31.0,1048.0,1651.0,1048.0,7.0,4.714285714,2.0,17.0,40.0,25364.0,,99.0,25749,11049,Other,Few
531,4.0,3.0,Lux,Side.blue,9.0,1396.0,4023.0,1396.0,6.0,2.166666667,4.0,12.0,30.0,10335.0,0.0,24.0,81823,9087,Other,Many
532,4.0,7.0,Jhin,Side.blue,3.0,2340.0,5264.0,2340.0,4.0,0.75,0.0,,13.0,11470.0,2.0,13.0,95864,7538,Other,Many
533,14.0,4.0,Blitzcrank,Side.blue,5.0,0.0,0.0,0.0,6.0,0.833333333,0.0,6.0,,9398.0,0.0,13.0,4522,3297,Other,Few
534,4.0,3.0,Ezreal,Side.blue,10.0,9294.0,20711.0,9294.0,10.0,1.8,8.0,16.0,,33442.0,6.0,39.0,202047,14610,Other,Many
535,4.0,14.0,Nami,Side.red,20.0,193.0,193.0,,6.0,3.833333333,3.0,13.0,24.0,17426.0,0.0,61.0,10830,7827,Other,Few
536,14.0,12.0,,Side.blue,2.0,996.0,1471.0,996.0,1.0,5.0,3.0,11.0,8.0,11929.0,0.0,15.0,52899,6612,TopLane_Jungle,Many
537,4.0,11.0,Viego,,9.0,2341.0,33516.0,2341.0,5.0,3.4,8.0,,10.0,28669.0,3.0,,120139,10824,TopLane_Jungle,Few
538,4.0,,Zoe,Side.blue,5.0,903.0,903.0,903.0,6.0,1.833333333,6.0,14.0,29.0,14025.0,0.0,20.0,105036,10109,Other,Many
539,4.0,12.0,Leblanc,Side.red,7.0,1225.0,1323.0,1225.0,4.0,3.75,8.0,14.0,17.0,22907.0,0.0,15.0,94919,10801,Other,Many
540,4.0,3.0,MissFortune,Side.red,4.0,,18904.0,,6.0,2.0,8.0,15.0,5.0,15246.0,4.0,27.0,185581,13930,Other,Many
541,4.0,12.0,Viktor,Side.blue,5.0,2776.0,2776.0,2776.0,5.0,2.6,8.0,12.0,10.0,12403.0,2.0,10.0,74197,9297,Other,Many
542,4.0,12.0,,Side.red,5.0,370.0,370.0,370.0,6.0,1.5,4.0,,23.0,16825.0,0.0,10.0,64460,8308,Other,Many
543,14.0,4.0,Blitzcrank,Side.red,18.0,272.0,889.0,272.0,5.0,3.6,0.0,11.0,32.0,12711.0,0.0,55.0,17266,7083,Other,Few
544,4.0,14.0,Vex,Side.blue,6.0,1083.0,3258.0,1083.0,6.0,1.666666667,4.0,12.0,34.0,12516.0,2.0,58.0,26858,8080,Other,Few
545,12.0,4.0,Ornn,Side.blue,15.0,863.0,1969.0,863.0,3.0,5.666666667,2.0,14.0,42.0,,1.0,29.0,83187,10287,TopLane_Jungle,Many
546,4.0,11.0,Nocturne,Side.blue,9.0,0.0,16651.0,0.0,10.0,1.4,,13.0,,33893.0,0.0,21.0,146716,10603,TopLane_Jungle,Few
547,4.0,12.0,Leblanc,Side.red,1.0,0.0,0.0,,,1.25,4.0,12.0,16.0,16396.0,0.0,12.0,57863,7746,Other,Many
548,4.0,,Pyke,Side.red,13.0,138.0,5102.0,138.0,12.0,1.333333333,3.0,12.0,20.0,,0.0,49.0,19973,7829,Other,Few
549,14.0,4.0,Galio,Side.blue,4.0,0.0,0.0,0.0,5.0,1.2,,8.0,21.0,10672.0,0.0,27.0,19142,4516,Other,Few
550,4.0,11.0,Viego,Side.red,2.0,0.0,13639.0,0.0,9.0,0.8888888890000001,6.0,11.0,12.0,21514.0,0.0,17.0,83628,7398,TopLane_Jungle,Few
551,4.0,12.0,Viktor,Side.red,12.0,1476.0,4326.0,1476.0,7.0,2.285714286,4.0,15.0,23.0,15864.0,0.0,28.0,142153,11890,Other,Many
552,4.0,3.0,Jinx,Side.blue,4.0,1082.0,2718.0,1082.0,7.0,1.0,3.0,13.0,14.0,17795.0,0.0,11.0,117707,9885,Other,Many
553,12.0,4.0,Irelia,Side.blue,4.0,2716.0,12036.0,2716.0,6.0,1.333333333,4.0,14.0,12.0,20536.0,1.0,21.0,140155,10906,TopLane_Jungle,Many
554,4.0,11.0,Khazix,Side.red,3.0,764.0,12105.0,764.0,3.0,3.333333333,7.0,13.0,6.0,23650.0,0.0,12.0,130926,10867,TopLane_Jungle,Few
555,4.0,12.0,Fiora,Side.blue,7.0,10375.0,,10375.0,4.0,4.25,10.0,15.0,6.0,29372.0,5.0,25.0,140407,13718,TopLane_Jungle,Many
556,,12.0,Lux,Side.blue,14.0,3683.0,12458.0,3683.0,6.0,3.666666667,8.0,17.0,30.0,16389.0,3.0,39.0,140953,13399,Other,Many
557,4.0,7.0,Lucian,Side.blue,7.0,2832.0,13348.0,2832.0,9.0,1.666666667,8.0,16.0,0.0,,2.0,27.0,181226,14470,Other,Many
558,4.0,,Darius,Side.red,3.0,2441.0,13138.0,2441.0,6.0,0.666666667,1.0,12.0,,15335.0,1.0,9.0,87788,6975,TopLane_Jungle,Many
559,4.0,14.0,Rakan,,6.0,0.0,564.0,0.0,1.0,7.0,1.0,7.0,12.0,8007.0,0.0,15.0,8655,3967,Other,Few
560,4.0,11.0,Nidalee,Side.red,,0.0,1500.0,0.0,6.0,1.0,4.0,9.0,1.0,14184.0,0.0,14.0,56700,5910,TopLane_Jungle,Few
561,14.0,11.0,Talon,Side.blue,7.0,0.0,13578.0,0.0,9.0,,10.0,15.0,8.0,33339.0,0.0,31.0,162146,11430,TopLane_Jungle,Few
562,,12.0,Vex,Side.blue,3.0,,1267.0,1267.0,5.0,1.8,6.0,13.0,19.0,13869.0,0.0,9.0,99792,9845,Other,Many
563,3.0,11.0,Karthus,Side.blue,6.0,0.0,22830.0,0.0,11.0,1.818181818,14.0,16.0,24.0,30995.0,0.0,26.0,247017,16578,TopLane_Jungle,Few
564,4.0,12.0,Yone,Side.red,3.0,7918.0,,7918.0,15.0,0.533333333,5.0,16.0,27.0,30998.0,,24.0,178639,12502,TopLane_Jungle,Many
565,4.0,11.0,LeeSin,,18.0,0.0,10028.0,0.0,4.0,7.0,10.0,15.0,21.0,29617.0,0.0,24.0,138270,12459,TopLane_Jungle,Few
566,4.0,12.0,TahmKench,Side.blue,7.0,443.0,640.0,443.0,3.0,4.0,5.0,14.0,19.0,21048.0,0.0,13.0,61665,8383,TopLane_Jungle,Many
567,4.0,11.0,LeeSin,Side.red,2.0,,4505.0,0.0,5.0,0.6,1.0,14.0,10.0,29620.0,0.0,26.0,127106,8261,TopLane_Jungle,Few
568,4.0,12.0,Ryze,Side.red,12.0,3961.0,16439.0,3961.0,11.0,2.090909091,11.0,,50.0,38019.0,2.0,17.0,263715,19475,Other,Many
569,7.0,4.0,Lucian,Side.blue,5.0,1352.0,,1352.0,10.0,0.8,3.0,13.0,1.0,20060.0,0.0,17.0,119480,8704,Other,Many
570,12.0,4.0,Jayce,Side.red,8.0,10139.0,19963.0,10139.0,6.0,2.666666667,8.0,17.0,10.0,23287.0,6.0,34.0,184916,15761,TopLane_Jungle,Many
571,4.0,7.0,Jhin,Side.red,4.0,2687.0,7264.0,2687.0,3.0,2.333333333,3.0,13.0,8.0,11092.0,1.0,11.0,93962,9252,Other,Many
572,4.0,14.0,Leblanc,Side.red,1.0,469.0,1178.0,469.0,7.0,0.428571429,2.0,14.0,18.0,22907.0,0.0,29.0,94150,9308,Other,Many
573,3.0,4.0,Ezreal,Side.red,4.0,2442.0,2442.0,2442.0,12.0,0.916666667,7.0,,3.0,21503.0,0.0,5.0,95672,11582,Other,Many
574,4.0,7.0,Vayne,Side.red,0.0,0.0,0.0,0.0,7.0,0.142857143,1.0,10.0,5.0,12016.0,0.0,8.0,35721,5250,Other,Many
575,7.0,4.0,MissFortune,Side.red,6.0,5431.0,12700.0,5431.0,3.0,3.0,3.0,12.0,6.0,7524.0,2.0,6.0,85413,9019,Other,Many
576,4.0,6.0,Riven,Side.red,2.0,1786.0,,1786.0,0.0,6.0,4.0,16.0,8.0,9015.0,2.0,22.0,149669,12377,TopLane_Jungle,Many
577,4.0,11.0,,Side.blue,5.0,0.0,7285.0,0.0,7.0,1.285714286,4.0,13.0,,27657.0,0.0,15.0,126700,8815,TopLane_Jungle,Few
578,4.0,14.0,Lissandra,Side.red,5.0,1684.0,5488.0,1684.0,5.0,1.8,4.0,14.0,25.0,12089.0,0.0,13.0,104946,9411,Other,Many
579,11.0,4.0,Graves,Side.blue,9.0,1658.0,35378.0,1658.0,9.0,1.888888889,8.0,16.0,29.0,34166.0,0.0,30.0,222081,13939,TopLane_Jungle,Few
580,14.0,6.0,Vladimir,Side.red,2.0,940.0,,940.0,10.0,0.6,4.0,13.0,3.0,,0.0,33.0,111302,9576,Other,Many
581,4.0,12.0,TwistedFate,Side.blue,11.0,1190.0,3900.0,1190.0,4.0,4.0,5.0,15.0,44.0,21120.0,1.0,13.0,121081,10716,Other,Many
582,4.0,12.0,Volibear,Side.blue,10.0,3308.0,7566.0,3308.0,6.0,2.833333333,7.0,15.0,20.0,33869.0,3.0,12.0,105168,11573,TopLane_Jungle,Many
583,6.0,12.0,Gwen,Side.blue,1.0,283.0,397.0,,8.0,0.375,2.0,14.0,4.0,26924.0,0.0,20.0,133593,9143,TopLane_Jungle,Many
584,4.0,14.0,Braum,Side.red,12.0,418.0,1519.0,418.0,3.0,5.0,3.0,,23.0,14732.0,0.0,39.0,16713,7758,Other,Few
585,4.0,12.0,Viktor,Side.blue,1.0,2495.0,4155.0,2495.0,,0.4,1.0,13.0,11.0,10654.0,1.0,17.0,141398,9067,Other,Many
586,3.0,4.0,Lulu,Side.blue,17.0,327.0,3005.0,327.0,4.0,4.5,1.0,12.0,19.0,9095.0,0.0,44.0,14122,7431,Other,Few
587,11.0,6.0,Olaf,Side.red,12.0,,29680.0,1865.0,7.0,2.857142857,8.0,16.0,18.0,36484.0,3.0,38.0,191927,14597,TopLane_Jungle,Few
588,4.0,12.0,Aatrox,Side.red,5.0,0.0,0.0,0.0,7.0,1.0,2.0,11.0,13.0,23729.0,0.0,12.0,51993,7558,TopLane_Jungle,Many
589,6.0,12.0,Nasus,Side.blue,7.0,12480.0,21355.0,12480.0,4.0,2.5,3.0,18.0,14.0,40531.0,4.0,15.0,288580,15125,TopLane_Jungle,Many
590,12.0,4.0,Viktor,Side.blue,5.0,1207.0,1792.0,1207.0,5.0,1.0,0.0,14.0,12.0,9568.0,0.0,10.0,99971,8044,TopLane_Jungle,Many
591,4.0,7.0,Seraphine,Side.red,16.0,1090.0,1090.0,,1.0,17.0,1.0,11.0,15.0,8760.0,0.0,59.0,27196,7207,Other,Few
592,4.0,12.0,TwistedFate,,20.0,6039.0,9769.0,6039.0,,8.25,13.0,15.0,53.0,18495.0,3.0,21.0,130956,14788,Other,Many
593,12.0,4.0,Jayce,,3.0,2132.0,5875.0,2132.0,8.0,0.875,4.0,13.0,9.0,17872.0,1.0,20.0,125397,10207,TopLane_Jungle,Many
594,4.0,11.0,Morgana,Side.red,8.0,1775.0,,1775.0,7.0,1.857142857,5.0,13.0,45.0,27697.0,1.0,11.0,124682,9253,TopLane_Jungle,Few
